dataset_source,repo_name,time,commit,parent_commit,relative_path,stage,error,qualified_function_name,function_name,function_kind,start_line,end_line
control,HelpingAI/Webscout,2024-09,e67b51e9dcbcc9cf55a3b158ed271849106084c2,33d640de6112f627a17830e051a81db3ad071b0c,webscout/Provider/UNFINISHED/chatgptextension.py,parent_file_parse,"SyntaxError: invalid syntax (chatgptextension.py, line 70)",,,,,
control,HelpingAI/Webscout,2024-12,d62a6dd818a52207683edbcca1c380e9769c2c03,b54bee31ed0f40b3b28f2d7df255a7ad5ebc9bee,webscout/conversation.py,current_file_parse,"SyntaxError: unterminated string literal (detected at line 243) (conversation.py, line 243)",,,,,
control,HelpingAI/Webscout,2024-12,93d14a9554a7567c1fb60d39a48893261cbe43fb,d62a6dd818a52207683edbcca1c380e9769c2c03,webscout/conversation.py,parent_file_parse,"SyntaxError: unterminated string literal (detected at line 243) (conversation.py, line 243)",,,,,
control,HelpingAI/Webscout,2025-03,df142e261d8c9ed4bdb1330a7f07ba064873be65,23597fe966dd301cd1ffc1bc3d07cc001e7e13d1,webscout/Provider/typegpt.py,current_file_parse,"SyntaxError: invalid syntax (typegpt.py, line 3)",,,,,
control,HelpingAI/Webscout,2025-03,db89ef1313db2864a1ea158bdf7dac34dad1ca50,2f26f8ded9432340e9ebc976f7dfc464f418bbd7,webscout/Provider/typegpt.py,current_file_parse,"SyntaxError: invalid syntax (typegpt.py, line 3)",,,,,
control,HelpingAI/Webscout,2025-03,67dd2652805789b17a664744646233d01e9ccef3,bc5c64b7d79e7de9134acf45df16028e3ed5ec5c,webscout/Provider/typegpt.py,parent_file_parse,"SyntaxError: invalid syntax (typegpt.py, line 3)",,,,,
control,HelpingAI/Webscout,2025-05,9ce5c6cc89669bc127be88e04c7764e4d1280472,58afe2969728712a306f426b92cbd95ea91bf206,webscout/Provider/OPENAI/api.py,current_file_parse,"SyntaxError: closing parenthesis '}' does not match opening parenthesis '(' on line 586 (api.py, line 609)",,,,,
control,HelpingAI/Webscout,2025-05,045f0157207ecc19b46bc38c8cf80c9ed6b75caa,139c1c230d85b2cd3c20e081eec8f2390f091f86,webscout/Provider/OPENAI/api.py,parent_file_parse,"SyntaxError: closing parenthesis '}' does not match opening parenthesis '(' on line 586 (api.py, line 609)",,,,,
control,HelpingAI/Webscout,2025-05,697308202bdace47f3c7c4e6425d5c2967b84194,f5cccaefc24e9dcc3beea701f71eeeee59464645,webscout/Provider/OPENAI/exachat.py,current_file_parse,"IndentationError: unexpected indent (exachat.py, line 169)",,,,,
control,HelpingAI/Webscout,2025-05,04497b2634130a365bd19f0f8e1d83d9f1ff740d,4bc7871eb8ce0820d71cb76df223c83706719a27,webscout/Provider/OPENAI/exachat.py,parent_file_parse,"IndentationError: unexpected indent (exachat.py, line 169)",,,,,
control,HelpingAI/Webscout,2025-05,b79f0684fd7af82338e989430d77633e0bc8fa07,623531886ab20d54f6e69ae4c0d23e5d9f214a4e,webscout/Provider/OPENAI/BLACKBOXAI.py,current_file_parse,"IndentationError: expected an indented block after 'try' statement on line 298 (BLACKBOXAI.py, line 300)",,,,,
control,HelpingAI/Webscout,2025-05,b79f0684fd7af82338e989430d77633e0bc8fa07,623531886ab20d54f6e69ae4c0d23e5d9f214a4e,webscout/Provider/OPENAI/Qwen3.py,current_file_parse,"SyntaxError: expected 'except' or 'finally' block (Qwen3.py, line 70)",,,,,
control,HelpingAI/Webscout,2025-05,dba20890b9249d54c6cf1905f7f1c6519b8afbd0,f56ace5212df9b23e500df0fb2ac113215928933,webscout/Provider/OPENAI/BLACKBOXAI.py,parent_file_parse,"IndentationError: expected an indented block after 'try' statement on line 298 (BLACKBOXAI.py, line 300)",,,,,
control,HelpingAI/Webscout,2025-05,dba20890b9249d54c6cf1905f7f1c6519b8afbd0,f56ace5212df9b23e500df0fb2ac113215928933,webscout/Provider/OPENAI/Qwen3.py,parent_file_parse,"SyntaxError: expected 'except' or 'finally' block (Qwen3.py, line 70)",,,,,
control,ITSpecialist111/ai_automation_suggester,2024-11,b940759773b7d16bae0801e98c5c27b5e4c7e039,787ed58a2d6c4bcc601c5880f160370e0c819cf6,custom_components/ai_automation_suggester/config_flow.py,current_file_parse,"SyntaxError: invalid syntax (config_flow.py, line 259)",,,,,
control,ITSpecialist111/ai_automation_suggester,2024-11,75e8308cd6ee56d1c33c53676326583cc0f0b0c2,b940759773b7d16bae0801e98c5c27b5e4c7e039,custom_components/ai_automation_suggester/config_flow.py,parent_file_parse,"SyntaxError: invalid syntax (config_flow.py, line 259)",,,,,
control,ITSpecialist111/ai_automation_suggester,2025-04,637f02b9a4879ec947a540c40b9163de062b7e1f,dc324543b404338ec245ca14a51db8fa0cbc3659,custom_components/ai_automation_suggester/const.py,current_file_parse,"SyntaxError: invalid syntax (const.py, line 145)",,,,,
control,ITSpecialist111/ai_automation_suggester,2025-04,637f02b9a4879ec947a540c40b9163de062b7e1f,dc324543b404338ec245ca14a51db8fa0cbc3659,custom_components/ai_automation_suggester/coordinator.py,current_file_parse,"SyntaxError: invalid syntax (coordinator.py, line 1)",,,,,
control,ITSpecialist111/ai_automation_suggester,2025-04,728f7f6e2cee8553d5fd53c2cee5ecc7720216a6,637f02b9a4879ec947a540c40b9163de062b7e1f,custom_components/ai_automation_suggester/const.py,parent_file_parse,"SyntaxError: invalid syntax (const.py, line 145)",,,,,
control,ITSpecialist111/ai_automation_suggester,2025-04,728f7f6e2cee8553d5fd53c2cee5ecc7720216a6,637f02b9a4879ec947a540c40b9163de062b7e1f,custom_components/ai_automation_suggester/coordinator.py,parent_file_parse,"SyntaxError: invalid syntax (coordinator.py, line 1)",,,,,
control,ITSpecialist111/ai_automation_suggester,2025-06,0dd6fdec7683b2ee33a712a618ed96a2677a6dfc,13166ebb741e3fd8625b8d61262df0ec45041218,custom_components/ai_automation_suggester/config_flow.py,current_file_parse,"IndentationError: expected an indented block after 'except' statement on line 129 (config_flow.py, line 135)",,,,,
control,ITSpecialist111/ai_automation_suggester,2025-06,3cac44e5dca5b5602d3bad3cee9ceb0f149f0d3e,0dd6fdec7683b2ee33a712a618ed96a2677a6dfc,custom_components/ai_automation_suggester/config_flow.py,parent_file_parse,"IndentationError: expected an indented block after 'except' statement on line 129 (config_flow.py, line 135)",,,,,
control,MIT-Emerging-Talent/ET6-edXtras,2025-02,55b95f7e267da534190d5a626032035dba2eaf10,8f60e9dd9409524dbea6901bdfc7b0624f630dc9,0_isolate_language_features/for_loops/exercises/5_reversicasify.py,current_file_parse,"IndentationError: expected an indented block after 'for' statement on line 14 (5_reversicasify.py, line 17)",,,,,
control,MIT-Emerging-Talent/ET6-edXtras,2025-02,ae3c1e35770536349214505cccbfba4bc11d895c,4f606378c2c99c3a11844adcaa430bc50079c025,1_isolate_language_features/for_loops/exercises/5_reversicasify.py,current_file_parse,"IndentationError: expected an indented block after 'for' statement on line 14 (5_reversicasify.py, line 17)",,,,,
control,MIT-Emerging-Talent/ET6-edXtras,2025-03,896b15f630774e0f55a9f9e6369142cb05b1d8d5,5e5c9fd4014d543101b99f5a40e1d5c1bbb4396e,01_isolate_language_features/for_loops/exercises/5_reversicasify.py,current_file_parse,"IndentationError: expected an indented block after 'for' statement on line 14 (5_reversicasify.py, line 17)",,,,,
control,MalevichAI/malevich,2024-01,d8cb6dc8c5f17c6599383ffb125f8c1a5259c27c,0f8033f4276d25a36cdce4fd23d260e6c7bc1a9f,malevich/models/nodes/base.py,current_file_parse,"SyntaxError: invalid syntax (base.py, line 21)",,,,,
control,MalevichAI/malevich,2024-01,d8cb6dc8c5f17c6599383ffb125f8c1a5259c27c,0f8033f4276d25a36cdce4fd23d260e6c7bc1a9f,malevich/models/nodes/operation.py,current_file_parse,"SyntaxError: invalid syntax (operation.py, line 18)",,,,,
control,MalevichAI/malevich,2024-01,d8cb6dc8c5f17c6599383ffb125f8c1a5259c27c,0f8033f4276d25a36cdce4fd23d260e6c7bc1a9f,tests/flows/test_utility_flow.py,current_file_parse,"SyntaxError: invalid syntax (test_utility_flow.py, line 3)",,,,,
control,MalevichAI/malevich,2024-01,a912cda399eed768f29f42390721be5d8cdba905,0825be5ec488974546529f89ae458c9c7949e720,tests/flows/test_utility_flow.py,parent_file_parse,"SyntaxError: invalid syntax (test_utility_flow.py, line 3)",,,,,
control,MalevichAI/malevich,2024-01,4c41937365d15204bca8faea42bb94c4bb05a856,18dd753d0adb3cd0b4afa38810213b25bfd9f853,malevich/square/df.py,parent_file_parse,"IndentationError: expected an indented block after function definition on line 248 (df.py, line 249)",,,,,
control,MalevichAI/malevich,2024-03,34467e97f6867a7e8811f64a6e92cd0239c9cf69,52acef5e94713d7bbb552b5dcd0cd794f056c529,malevich/interpreter/space.py,parent_file_parse,"SyntaxError: unterminated triple-quoted string literal (detected at line 870) (space.py, line 807)",,,,,
control,MalevichAI/malevich,2024-03,abb476920537101e96d1626a64efbbb6fb3e8824,34467e97f6867a7e8811f64a6e92cd0239c9cf69,malevich/_cli/install.py,parent_file_parse,"SyntaxError: invalid syntax (install.py, line 9)",,,,,
control,MalevichAI/malevich,2024-03,abb476920537101e96d1626a64efbbb6fb3e8824,34467e97f6867a7e8811f64a6e92cd0239c9cf69,malevich/_cli/remove.py,parent_file_parse,"SyntaxError: invalid syntax (remove.py, line 9)",,,,,
control,MalevichAI/malevich,2024-03,abb476920537101e96d1626a64efbbb6fb3e8824,34467e97f6867a7e8811f64a6e92cd0239c9cf69,malevich/_cli/restore.py,parent_file_parse,"SyntaxError: invalid syntax (restore.py, line 6)",,,,,
control,MalevichAI/malevich,2024-03,abb476920537101e96d1626a64efbbb6fb3e8824,34467e97f6867a7e8811f64a6e92cd0239c9cf69,malevich/_cli/space/login.py,parent_file_parse,"SyntaxError: invalid syntax (login.py, line 2)",,,,,
control,MalevichAI/malevich,2024-03,abb476920537101e96d1626a64efbbb6fb3e8824,34467e97f6867a7e8811f64a6e92cd0239c9cf69,malevich/_utility/package.py,parent_file_parse,"SyntaxError: invalid syntax (package.py, line 58)",,,,,
control,MalevichAI/malevich,2024-03,abb476920537101e96d1626a64efbbb6fb3e8824,34467e97f6867a7e8811f64a6e92cd0239c9cf69,malevich/interpreter/core.py,parent_file_parse,"SyntaxError: unterminated triple-quoted string literal (detected at line 928) (core.py, line 528)",,,,,
control,MalevichAI/malevich,2024-06,51c6f5834a63acb1b31b358267c912b7db35d3f6,057e27a669dac9f12ca3f72fba84193c6d2dbdcc,malevich/_cli/use.py,current_file_parse,"SyntaxError: expected argument value expression (use.py, line 192)",,,,,
control,MalevichAI/malevich,2024-06,972e21f7dbbb3ca7f44fdb3a50a5a9e2886b5861,51c6f5834a63acb1b31b358267c912b7db35d3f6,malevich/_cli/use.py,parent_file_parse,"SyntaxError: expected argument value expression (use.py, line 192)",,,,,
control,adelatour11/androidtvbackground,2025-07,190d4833297874c7cf86d45651fffe3928d14991,3d0ace08f2baa11ac154c36e3d8980afdd98efcc,TMDB.py,current_file_parse,"SyntaxError: unterminated string literal (detected at line 16) (190d4833297874c7cf86d45651fffe3928d14991:TMDB.py, line 16)",,,,,
control,adelatour11/androidtvbackground,2025-07,e77df2da2178db574afa72206a4ca73e2d33a9f2,190d4833297874c7cf86d45651fffe3928d14991,TMDB.py,current_file_parse,"SyntaxError: unterminated string literal (detected at line 16) (e77df2da2178db574afa72206a4ca73e2d33a9f2:TMDB.py, line 16)",,,,,
control,adelatour11/androidtvbackground,2025-07,5bc0c77af7c71d33211e750a1bb6d7acf6dfab9f,e77df2da2178db574afa72206a4ca73e2d33a9f2,TMDB.py,current_file_parse,"SyntaxError: unterminated string literal (detected at line 16) (5bc0c77af7c71d33211e750a1bb6d7acf6dfab9f:TMDB.py, line 16)",,,,,
control,adelatour11/androidtvbackground,2025-08,ded4e3fe5fce9448c4e5521686b2ef74ead874b6,4d2dd2139cb7a32df68d24494631373a4b5b1807,TMDB.py,parent_file_parse,"SyntaxError: unterminated string literal (detected at line 16) (4d2dd2139cb7a32df68d24494631373a4b5b1807:TMDB.py, line 16)",,,,,
control,aj47/100x-orchestrator,2024-12,c4aa7d57317489220e1ef59dfed130aeb31da567,86545128b76cafaa819d2a62e5ec3c47af874479,orchestrator.py,current_file_parse,"IndentationError: unexpected indent (c4aa7d57317489220e1ef59dfed130aeb31da567:orchestrator.py, line 471)",,,,,
control,aj47/100x-orchestrator,2024-12,85c198752d2070af0f0f60eafbbfd4a86b33ccd4,c4aa7d57317489220e1ef59dfed130aeb31da567,orchestrator.py,current_file_parse,"IndentationError: unexpected indent (85c198752d2070af0f0f60eafbbfd4a86b33ccd4:orchestrator.py, line 471)",,,,,
control,aj47/100x-orchestrator,2024-12,b2b56dedb4f5d77b3d4c989ce8add1677a9e2fc5,85c198752d2070af0f0f60eafbbfd4a86b33ccd4,orchestrator.py,current_file_parse,"IndentationError: unexpected indent (b2b56dedb4f5d77b3d4c989ce8add1677a9e2fc5:orchestrator.py, line 470)",,,,,
control,aj47/100x-orchestrator,2024-12,28edb252a8c4d60e2b8c7b88d95b0a805203c0c2,b2b56dedb4f5d77b3d4c989ce8add1677a9e2fc5,orchestrator.py,current_file_parse,"IndentationError: unexpected indent (28edb252a8c4d60e2b8c7b88d95b0a805203c0c2:orchestrator.py, line 470)",,,,,
control,aj47/100x-orchestrator,2024-12,a691aeee62ab89cae3aed63af4e040b40d3cd9e7,28edb252a8c4d60e2b8c7b88d95b0a805203c0c2,orchestrator.py,parent_file_parse,"IndentationError: unexpected indent (28edb252a8c4d60e2b8c7b88d95b0a805203c0c2:orchestrator.py, line 470)",,,,,
control,aj47/100x-orchestrator,2024-12,f0cda26642bc69c6cb79776350abcb1f5fc31c2a,24fcc6d67e7e1a41b454efff113df0d2ec0f9927,orchestrator.py,current_file_parse,"SyntaxError: expected 'except' or 'finally' block (f0cda26642bc69c6cb79776350abcb1f5fc31c2a:orchestrator.py, line 430)",,,,,
control,aj47/100x-orchestrator,2024-12,6614727b3e7b5efe199e76ea0f0983ccc7b29f87,f0cda26642bc69c6cb79776350abcb1f5fc31c2a,orchestrator.py,current_file_parse,"SyntaxError: expected 'except' or 'finally' block (6614727b3e7b5efe199e76ea0f0983ccc7b29f87:orchestrator.py, line 432)",,,,,
control,aj47/100x-orchestrator,2024-12,d07da40cf88b937e89e07e9469b5e698c35bbc96,6614727b3e7b5efe199e76ea0f0983ccc7b29f87,orchestrator.py,parent_file_parse,"SyntaxError: expected 'except' or 'finally' block (6614727b3e7b5efe199e76ea0f0983ccc7b29f87:orchestrator.py, line 432)",,,,,
control,aj47/100x-orchestrator,2024-12,6bfc5d833a563565e81989c6269f910bef135b52,33d5f0701e75bca61a613a789152c69010fa7d88,prompt_processor.py,current_file_parse,"SyntaxError: invalid syntax (6bfc5d833a563565e81989c6269f910bef135b52:prompt_processor.py, line 78)",,,,,
control,aj47/100x-orchestrator,2024-12,01cf801db24c3ee58eb74729eb1678b1e16136fd,bc56add9fed38dad930e7590dc0ee0ec6eebca98,prompt_processor.py,parent_file_parse,"SyntaxError: invalid syntax (bc56add9fed38dad930e7590dc0ee0ec6eebca98:prompt_processor.py, line 78)",,,,,
control,believethehype/nostrdvm,2024-01,32537623e9627be3534925ca58473091fa5dd08a,175e544c8d1fc2295a4f007336ae41cd23b76320,nostr_dvm/dvm.py,current_file_parse,"SyntaxError: invalid non-printable character U+2028 (dvm.py, line 422)",,,,,
control,believethehype/nostrdvm,2024-01,61f33fe0cbce2908773104611a66b03098b53f35,a07070439e231e4a024414bfeb950863992606e8,nostr_dvm/dvm.py,parent_file_parse,"SyntaxError: invalid non-printable character U+2028 (dvm.py, line 422)",,,,,
control,believethehype/nostrdvm,2024-04,fec2efd48b26f873e8cb306a84031ac7186a5084,5545a32c33caea2885fcf90fc4f1311a66c9383d,nostr_dvm/subscription.py,current_file_parse,"SyntaxError: invalid syntax (subscription.py, line 315)",,,,,
control,believethehype/nostrdvm,2024-04,339dc4e162f35feed3d601491bb6e63565b772a6,2dbff7989fae756c4b235cf4632fd39dc74147b3,nostr_dvm/subscription.py,parent_file_parse,"SyntaxError: invalid syntax (subscription.py, line 315)",,,,,
control,believethehype/nostrdvm,2024-06,a286f4946e57466b6f8c324d399a0dba8000f748,f75ca732842571d2aac9ef0db43eae62e0ad8648,nostr_dvm/utils/nostr_utils.py,current_file_parse,"SyntaxError: '(' was never closed (nostr_utils.py, line 45)",,,,,
control,believethehype/nostrdvm,2024-06,c0d77808e757ae36fd1000c8b803f410a9174fba,a286f4946e57466b6f8c324d399a0dba8000f748,nostr_dvm/utils/nostr_utils.py,parent_file_parse,"SyntaxError: '(' was never closed (nostr_utils.py, line 45)",,,,,
control,believethehype/nostrdvm,2024-06,32664f8f9b746d66caf6740c17a1da60df6c67f4,b75106188195b7b1eb340e2aadfe5c07968f00c8,nostr_dvm/bot.py,current_file_parse,"SyntaxError: invalid syntax (bot.py, line 98)",,,,,
control,believethehype/nostrdvm,2024-06,9d00d5a7a1edbcf56056297197137622ef81dc7d,32664f8f9b746d66caf6740c17a1da60df6c67f4,nostr_dvm/bot.py,parent_file_parse,"SyntaxError: invalid syntax (bot.py, line 98)",,,,,
control,believethehype/nostrdvm,2025-01,96e9a673304a7021deaa165e56dba43a38db5ad7,90e959270f3485031380ac8131ae716d1839dd89,tests/gif_library_manual.py,current_file_parse,"SyntaxError: invalid syntax (gif_library_manual.py, line 1)",,,,,
control,daxa-ai/pebblo,2024-01,29c86ac4572c4273a469369f4d7fbe69deded64c,e3c6a7503e90382cc8381ad72cd79d6c7102dc29,analyzer/setup.py,current_file_parse,"SyntaxError: invalid syntax. Perhaps you forgot a comma? (setup.py, line 7)",,,,,
control,daxa-ai/pebblo,2024-01,03e3f147ab592d795c21f7814a6d67926760e638,f65d477bbf7b15242f5eb2baf04de9373922bd37,analyzer/setup.py,parent_file_parse,"SyntaxError: invalid syntax. Perhaps you forgot a comma? (setup.py, line 7)",,,,,
control,golemfoundation/octant,2024-04,90a4f67debece94adc5284ef1c5ec061977eb15a,06df3390b595bc4cdd43e6841a22f0887d440fa5,backend/app/modules/modules_factory/current.py,parent_file_parse,"SyntaxError: invalid syntax (current.py, line 41)",,,,,
control,golemfoundation/octant,2024-06,c138f20e5352d62f81932e9c6d184c18b6f8efc4,20d6d6133839289e4d5cbbde70b6ec4db6008196,backend/app/modules/modules_factory/current.py,parent_file_parse,"SyntaxError: invalid syntax (current.py, line 20)",,,,,
control,golemfoundation/octant,2024-06,c138f20e5352d62f81932e9c6d184c18b6f8efc4,20d6d6133839289e4d5cbbde70b6ec4db6008196,backend/app/modules/modules_factory/pending.py,parent_file_parse,"SyntaxError: invalid syntax (pending.py, line 115)",,,,,
control,golemfoundation/octant,2024-06,c138f20e5352d62f81932e9c6d184c18b6f8efc4,20d6d6133839289e4d5cbbde70b6ec4db6008196,backend/app/modules/octant_rewards/matched/pending.py,parent_file_parse,"SyntaxError: invalid syntax (pending.py, line 19)",,,,,
control,golemfoundation/octant,2024-06,c138f20e5352d62f81932e9c6d184c18b6f8efc4,20d6d6133839289e4d5cbbde70b6ec4db6008196,backend/tests/modules/modules_factory/test_modules_factory.py,parent_file_parse,"SyntaxError: invalid syntax (test_modules_factory.py, line 160)",,,,,
control,golemfoundation/octant,2024-06,c138f20e5352d62f81932e9c6d184c18b6f8efc4,20d6d6133839289e4d5cbbde70b6ec4db6008196,backend/tests/modules/octant_rewards/test_pending_octant_rewards.py,parent_file_parse,"SyntaxError: invalid syntax (test_pending_octant_rewards.py, line 103)",,,,,
control,golemfoundation/octant,2024-12,102d3d88011e9e09edbdb9ebd19b715bcf90041d,7d5437df24bc0592101f152e09940d9921ff908f,backend/tests/v2/allocations/test_get_allocations_for_epoch.py,parent_file_parse,"SyntaxError: invalid syntax (test_get_allocations_for_epoch.py, line 2)",,,,,
control,golemfoundation/octant,2024-12,102d3d88011e9e09edbdb9ebd19b715bcf90041d,7d5437df24bc0592101f152e09940d9921ff908f,backend/tests/v2/allocations/test_get_donors_for_epoch.py,parent_file_parse,"SyntaxError: unmatched ')' (test_get_donors_for_epoch.py, line 62)",,,,,
control,golemfoundation/octant,2024-12,102d3d88011e9e09edbdb9ebd19b715bcf90041d,7d5437df24bc0592101f152e09940d9921ff908f,backend/tests/v2/allocations/test_get_project_allocations_for_epoch.py,parent_file_parse,"SyntaxError: invalid syntax (test_get_project_allocations_for_epoch.py, line 2)",,,,,
control,golemfoundation/octant,2024-12,102d3d88011e9e09edbdb9ebd19b715bcf90041d,7d5437df24bc0592101f152e09940d9921ff908f,backend/tests/v2/allocations/test_get_user_allocations_for_epoch.py,parent_file_parse,"SyntaxError: unmatched ')' (test_get_user_allocations_for_epoch.py, line 29)",,,,,
control,golemfoundation/octant,2024-12,102d3d88011e9e09edbdb9ebd19b715bcf90041d,7d5437df24bc0592101f152e09940d9921ff908f,backend/tests/v2/allocations/test_get_user_next_allocation_nonce.py,parent_file_parse,"SyntaxError: unmatched ')' (test_get_user_next_allocation_nonce.py, line 29)",,,,,
control,golemfoundation/octant,2024-12,102d3d88011e9e09edbdb9ebd19b715bcf90041d,7d5437df24bc0592101f152e09940d9921ff908f,backend/tests/v2/conftest.py,parent_file_parse,"SyntaxError: invalid syntax (conftest.py, line 7)",,,,,
control,microsoft/semantic-link-labs,2024-07,0aeb8bfa3937a8e00e4ec2c847b4f1ad649eb2fa,5f2889278eef2205aa778042a9055794d7b37125,src/sempy_labs/report/_generate_report.py,current_file_parse,"IndentationError: unindent does not match any outer indentation level (_generate_report.py, line 311)",,,,,
control,microsoft/semantic-link-labs,2024-07,4b9413822a725336f4e9dacdfadcfde592d08aa8,0aeb8bfa3937a8e00e4ec2c847b4f1ad649eb2fa,src/sempy_labs/report/_generate_report.py,parent_file_parse,"IndentationError: unindent does not match any outer indentation level (_generate_report.py, line 311)",,,,,
control,microsoft/semantic-link-labs,2024-11,8f6adc5fc3511f2efed546107bc945281871d9fa,1b4b351bab9e2c1820a922aad11feee635b35119,src/sempy_labs/_mirrored_databases.py,current_file_parse,"IndentationError: expected an indented block after function definition on line 166 (_mirrored_databases.py, line 170)",,,,,
control,microsoft/semantic-link-labs,2024-11,7b2e8b708c6f8c8c1e98129ad78a4f1206f3fd01,8f6adc5fc3511f2efed546107bc945281871d9fa,src/sempy_labs/_mirrored_databases.py,parent_file_parse,"IndentationError: expected an indented block after function definition on line 166 (_mirrored_databases.py, line 170)",,,,,
control,microsoft/semantic-link-labs,2025-01,059edb575b1273621c9ec4b3951a093e5e7519a5,70ea27b776e572966fbeea225b4a422c7ae8d34f,src/sempy_labs/admin/_domains.py,current_file_parse,"SyntaxError: parameter without a default follows parameter with a default (_domains.py, line 306)",,,,,
control,microsoft/semantic-link-labs,2025-01,a4301079b7ff5f610453b8585ec04923ef96bd2a,0f36fd9315969ff7cc979f2d7b3bf7f7e51a424b,src/sempy_labs/admin/_domains.py,parent_file_parse,"SyntaxError: parameter without a default follows parameter with a default (_domains.py, line 306)",,,,,
control,microsoft/semantic-link-labs,2025-03,7b68afdc270c091d47183a984a47251d766ad556,f65be71fe073fb4ecb964c68812a59db8ee3d71e,src/sempy_labs/__init__.py,parent_file_parse,"SyntaxError: '(' was never closed (__init__.py, line 1)",,,,,
control,microsoft/semantic-link-labs,2025-04,fa42a616b142e33976824898f0b7b267a2e52bc3,e9d79533ae5d85f9a41da4129bdc452a3ddf79d2,src/sempy_labs/_vpax.py,current_file_parse,"SyntaxError: expected ':' (_vpax.py, line 248)",,,,,
control,microsoft/semantic-link-labs,2025-04,dec1448e5c009dfa09b535d4b7335555701aa75a,fa42a616b142e33976824898f0b7b267a2e52bc3,src/sempy_labs/_vpax.py,parent_file_parse,"SyntaxError: expected ':' (_vpax.py, line 248)",,,,,
control,pieces-app/cli-agent,2024-07,bd513b99da2455fe9d222c76c33ba265ce95e6ef,30844466b0cb083fe8b9b874de19bde895da2651,src/pieces/assets/assets_command.py,current_file_parse,"TabError: inconsistent use of tabs and spaces in indentation (assets_command.py, line 72)",,,,,
control,pieces-app/cli-agent,2024-07,173445100ca092014007e0108bd3d60b15156347,bd513b99da2455fe9d222c76c33ba265ce95e6ef,src/pieces/assets/assets_command.py,parent_file_parse,"TabError: inconsistent use of tabs and spaces in indentation (assets_command.py, line 72)",,,,,
