target_id,variant,project_key,project_version,source_group,repo_name,time,scan_commit,issue_key,component,line,rule,type_api,severity_api,message,creation_date,effort_api,status,resolution,clean_code_attribute,clean_code_attribute_category,software_quality,impact_severity,component_path,path_bucket,type,severity,effort,example_message,category,source_dataset,fetched_issues,fetch_note
1,paper_like,py2b12_zauberzeug_nicegui_paper_like_202504_3bf4ed581c,2025-04_paper_like_2b8b1a6969,treatment,zauberzeug/nicegui,2025-04,2b8b1a696992e64578f2e4c5fc285e90b60b87a6,9cceb6c6-526d-49b5-b156-b99a639404e7,py2b12_zauberzeug_nicegui_paper_like_202504_3bf4ed581c:examples/fullcalendar/fullcalendar.js,11,javascript:S7764,CODE_SMELL,MINOR,Prefer `globalThis` over `window`.,2026-07-08T19:32:48+0000,2min,OPEN,,CONVENTIONAL,CONSISTENT,MAINTAINABILITY,LOW,examples/fullcalendar/fullcalendar.js,examples,CODE_SMELL,MINOR,,,Unmapped,sensitivity_scan,10000,api_error:400 Client Error:  for url: http://localhost:9000/api/issues/search?componentKeys=py2b12_zauberzeug_nicegui_paper_like_202504_3bf4ed581c&p=21&ps=500&additionalFields=_all
1,paper_like,py2b12_zauberzeug_nicegui_paper_like_202504_3bf4ed581c,2025-04_paper_like_2b8b1a6969,treatment,zauberzeug/nicegui,2025-04,2b8b1a696992e64578f2e4c5fc285e90b60b87a6,68dd472f-7361-463a-9d4f-8835c1c0eb6f,py2b12_zauberzeug_nicegui_paper_like_202504_3bf4ed581c:examples/global_worker/main.py,20,python:S7503,CODE_SMELL,MINOR,Use asynchronous features in this function or remove the `async` keyword.,2026-07-08T19:32:48+0000,5min,OPEN,,CONVENTIONAL,CONSISTENT,RELIABILITY,LOW,examples/global_worker/main.py,examples,CODE_SMELL,MINOR,,,Unmapped,sensitivity_scan,10000,api_error:400 Client Error:  for url: http://localhost:9000/api/issues/search?componentKeys=py2b12_zauberzeug_nicegui_paper_like_202504_3bf4ed581c&p=21&ps=500&additionalFields=_all
1,paper_like,py2b12_zauberzeug_nicegui_paper_like_202504_3bf4ed581c,2025-04_paper_like_2b8b1a6969,treatment,zauberzeug/nicegui,2025-04,2b8b1a696992e64578f2e4c5fc285e90b60b87a6,220d85aa-03a8-4743-9d94-4df770e15d45,py2b12_zauberzeug_nicegui_paper_like_202504_3bf4ed581c:examples/image_mask_overlay/main.py,10,python:S1192,CODE_SMELL,CRITICAL,Define a constant instead of duplicating this literal 'width: 25%' 3 times.,2026-07-08T19:32:48+0000,6min,OPEN,,DISTINCT,ADAPTABLE,MAINTAINABILITY,HIGH,examples/image_mask_overlay/main.py,examples,CODE_SMELL,CRITICAL,12min,"Define a constant instead of duplicating this literal ""model.model."" 6 times.",Code Complexity,sensitivity_scan,10000,api_error:400 Client Error:  for url: http://localhost:9000/api/issues/search?componentKeys=py2b12_zauberzeug_nicegui_paper_like_202504_3bf4ed581c&p=21&ps=500&additionalFields=_all
1,paper_like,py2b12_zauberzeug_nicegui_paper_like_202504_3bf4ed581c,2025-04_paper_like_2b8b1a6969,treatment,zauberzeug/nicegui,2025-04,2b8b1a696992e64578f2e4c5fc285e90b60b87a6,1fd399db-e142-4f6c-acc7-bd3cb36fc387,py2b12_zauberzeug_nicegui_paper_like_202504_3bf4ed581c:examples/modularization/api_router_example.py,15,python:S1192,CODE_SMELL,CRITICAL,Define a constant instead of duplicating this literal 'text-xl text-grey-8' 4 times.,2026-07-08T19:32:48+0000,8min,OPEN,,DISTINCT,ADAPTABLE,MAINTAINABILITY,HIGH,examples/modularization/api_router_example.py,examples,CODE_SMELL,CRITICAL,12min,"Define a constant instead of duplicating this literal ""model.model."" 6 times.",Code Complexity,sensitivity_scan,10000,api_error:400 Client Error:  for url: http://localhost:9000/api/issues/search?componentKeys=py2b12_zauberzeug_nicegui_paper_like_202504_3bf4ed581c&p=21&ps=500&additionalFields=_all
1,paper_like,py2b12_zauberzeug_nicegui_paper_like_202504_3bf4ed581c,2025-04_paper_like_2b8b1a6969,treatment,zauberzeug/nicegui,2025-04,2b8b1a696992e64578f2e4c5fc285e90b60b87a6,82b8cfd6-345e-465a-96ce-65fbe0186f3c,py2b12_zauberzeug_nicegui_paper_like_202504_3bf4ed581c:examples/node_module_integration/webpack.config.js,1,javascript:S7772,CODE_SMELL,MINOR,Prefer `node:path` over `path`.,2026-07-08T19:32:48+0000,5min,OPEN,,CONVENTIONAL,CONSISTENT,MAINTAINABILITY,MEDIUM,examples/node_module_integration/webpack.config.js,examples,CODE_SMELL,MINOR,,,Unmapped,sensitivity_scan,10000,api_error:400 Client Error:  for url: http://localhost:9000/api/issues/search?componentKeys=py2b12_zauberzeug_nicegui_paper_like_202504_3bf4ed581c&p=21&ps=500&additionalFields=_all
1,paper_like,py2b12_zauberzeug_nicegui_paper_like_202504_3bf4ed581c,2025-04_paper_like_2b8b1a6969,treatment,zauberzeug/nicegui,2025-04,2b8b1a696992e64578f2e4c5fc285e90b60b87a6,4b82f088-17fa-4335-99be-89142d13752c,py2b12_zauberzeug_nicegui_paper_like_202504_3bf4ed581c:examples/pandas_dataframe/main.py,8,python:S7500,CODE_SMELL,MINOR,Replace this comprehension with passing the iterable to the collection constructor call,2026-07-08T19:32:48+0000,5min,OPEN,,CONVENTIONAL,CONSISTENT,MAINTAINABILITY,LOW,examples/pandas_dataframe/main.py,examples,CODE_SMELL,MINOR,,,Unmapped,sensitivity_scan,10000,api_error:400 Client Error:  for url: http://localhost:9000/api/issues/search?componentKeys=py2b12_zauberzeug_nicegui_paper_like_202504_3bf4ed581c&p=21&ps=500&additionalFields=_all
1,paper_like,py2b12_zauberzeug_nicegui_paper_like_202504_3bf4ed581c,2025-04_paper_like_2b8b1a6969,treatment,zauberzeug/nicegui,2025-04,2b8b1a696992e64578f2e4c5fc285e90b60b87a6,9b82a86c-e3c2-4216-9f27-542b499bf406,py2b12_zauberzeug_nicegui_paper_like_202504_3bf4ed581c:examples/ros2/Dockerfile,13,docker:S7029,CODE_SMELL,MAJOR,Replace this ADD instruction with a COPY instruction.,2026-07-08T19:32:48+0000,5min,OPEN,,CONVENTIONAL,CONSISTENT,MAINTAINABILITY,MEDIUM,examples/ros2/Dockerfile,examples,CODE_SMELL,MAJOR,5min,Replace this ADD instruction with a COPY instruction.,Infrastructure,sensitivity_scan,10000,api_error:400 Client Error:  for url: http://localhost:9000/api/issues/search?componentKeys=py2b12_zauberzeug_nicegui_paper_like_202504_3bf4ed581c&p=21&ps=500&additionalFields=_all
1,paper_like,py2b12_zauberzeug_nicegui_paper_like_202504_3bf4ed581c,2025-04_paper_like_2b8b1a6969,treatment,zauberzeug/nicegui,2025-04,2b8b1a696992e64578f2e4c5fc285e90b60b87a6,606bf63c-d068-4614-b153-e76a0995a55e,py2b12_zauberzeug_nicegui_paper_like_202504_3bf4ed581c:examples/simpy/async_realtime_environment.py,52,python:S3776,CODE_SMELL,CRITICAL,Refactor this function to reduce its Cognitive Complexity from 16 to the 15 allowed.,2026-07-08T19:32:48+0000,6min,OPEN,,FOCUSED,ADAPTABLE,MAINTAINABILITY,HIGH,examples/simpy/async_realtime_environment.py,examples,CODE_SMELL,CRITICAL,9min,Refactor this function to reduce its Cognitive Complexity from 19 to the 15 allowed.,Code Complexity,sensitivity_scan,10000,api_error:400 Client Error:  for url: http://localhost:9000/api/issues/search?componentKeys=py2b12_zauberzeug_nicegui_paper_like_202504_3bf4ed581c&p=21&ps=500&additionalFields=_all
1,paper_like,py2b12_zauberzeug_nicegui_paper_like_202504_3bf4ed581c,2025-04_paper_like_2b8b1a6969,treatment,zauberzeug/nicegui,2025-04,2b8b1a696992e64578f2e4c5fc285e90b60b87a6,098a845b-7b8e-4530-b3ca-e06dd4cb92cd,py2b12_zauberzeug_nicegui_paper_like_202504_3bf4ed581c:examples/simpy/main.py,35,python:S7497,BUG,MAJOR,Ensure that the asyncio.CancelledError exception is re-raised after your cleanup code.,2026-07-08T19:32:48+0000,5min,OPEN,,LOGICAL,INTENTIONAL,RELIABILITY,HIGH,examples/simpy/main.py,examples,BUG,MAJOR,,,Unmapped,sensitivity_scan,10000,api_error:400 Client Error:  for url: http://localhost:9000/api/issues/search?componentKeys=py2b12_zauberzeug_nicegui_paper_like_202504_3bf4ed581c&p=21&ps=500&additionalFields=_all
1,paper_like,py2b12_zauberzeug_nicegui_paper_like_202504_3bf4ed581c,2025-04_paper_like_2b8b1a6969,treatment,zauberzeug/nicegui,2025-04,2b8b1a696992e64578f2e4c5fc285e90b60b87a6,c7655176-4aa0-435f-82a9-1136f5a962e4,py2b12_zauberzeug_nicegui_paper_like_202504_3bf4ed581c:examples/single_page_app/router_frame.js,4,javascript:S7764,CODE_SMELL,MINOR,Prefer `globalThis` over `window`.,2026-07-08T19:32:48+0000,2min,OPEN,,CONVENTIONAL,CONSISTENT,MAINTAINABILITY,LOW,examples/single_page_app/router_frame.js,examples,CODE_SMELL,MINOR,,,Unmapped,sensitivity_scan,10000,api_error:400 Client Error:  for url: http://localhost:9000/api/issues/search?componentKeys=py2b12_zauberzeug_nicegui_paper_like_202504_3bf4ed581c&p=21&ps=500&additionalFields=_all
1,paper_like,py2b12_zauberzeug_nicegui_paper_like_202504_3bf4ed581c,2025-04_paper_like_2b8b1a6969,treatment,zauberzeug/nicegui,2025-04,2b8b1a696992e64578f2e4c5fc285e90b60b87a6,2227fa1c-0a5d-4caa-add0-37a25d4bd2f9,py2b12_zauberzeug_nicegui_paper_like_202504_3bf4ed581c:examples/single_page_app/router_frame.js,5,javascript:S7764,CODE_SMELL,MINOR,Prefer `globalThis` over `window`.,2026-07-08T19:32:48+0000,2min,OPEN,,CONVENTIONAL,CONSISTENT,MAINTAINABILITY,LOW,examples/single_page_app/router_frame.js,examples,CODE_SMELL,MINOR,,,Unmapped,sensitivity_scan,10000,api_error:400 Client Error:  for url: http://localhost:9000/api/issues/search?componentKeys=py2b12_zauberzeug_nicegui_paper_like_202504_3bf4ed581c&p=21&ps=500&additionalFields=_all
1,paper_like,py2b12_zauberzeug_nicegui_paper_like_202504_3bf4ed581c,2025-04_paper_like_2b8b1a6969,treatment,zauberzeug/nicegui,2025-04,2b8b1a696992e64578f2e4c5fc285e90b60b87a6,efc7390a-81b7-4024-b08d-2a0e585c8b54,py2b12_zauberzeug_nicegui_paper_like_202504_3bf4ed581c:examples/single_page_app/router_frame.js,9,javascript:S7764,CODE_SMELL,MINOR,Prefer `globalThis` over `window`.,2026-07-08T19:32:48+0000,2min,OPEN,,CONVENTIONAL,CONSISTENT,MAINTAINABILITY,LOW,examples/single_page_app/router_frame.js,examples,CODE_SMELL,MINOR,,,Unmapped,sensitivity_scan,10000,api_error:400 Client Error:  for url: http://localhost:9000/api/issues/search?componentKeys=py2b12_zauberzeug_nicegui_paper_like_202504_3bf4ed581c&p=21&ps=500&additionalFields=_all
1,paper_like,py2b12_zauberzeug_nicegui_paper_like_202504_3bf4ed581c,2025-04_paper_like_2b8b1a6969,treatment,zauberzeug/nicegui,2025-04,2b8b1a696992e64578f2e4c5fc285e90b60b87a6,f7cebf97-6bd4-4152-8bca-663e2641862e,py2b12_zauberzeug_nicegui_paper_like_202504_3bf4ed581c:examples/single_page_app/router_frame.js,10,javascript:S7764,CODE_SMELL,MINOR,Prefer `globalThis` over `window`.,2026-07-08T19:32:48+0000,2min,OPEN,,CONVENTIONAL,CONSISTENT,MAINTAINABILITY,LOW,examples/single_page_app/router_frame.js,examples,CODE_SMELL,MINOR,,,Unmapped,sensitivity_scan,10000,api_error:400 Client Error:  for url: http://localhost:9000/api/issues/search?componentKeys=py2b12_zauberzeug_nicegui_paper_like_202504_3bf4ed581c&p=21&ps=500&additionalFields=_all
1,paper_like,py2b12_zauberzeug_nicegui_paper_like_202504_3bf4ed581c,2025-04_paper_like_2b8b1a6969,treatment,zauberzeug/nicegui,2025-04,2b8b1a696992e64578f2e4c5fc285e90b60b87a6,fd7bcd57-608d-43bf-a5be-fee054405958,py2b12_zauberzeug_nicegui_paper_like_202504_3bf4ed581c:examples/webserial/main.py,21,python:S7503,CODE_SMELL,MINOR,Use asynchronous features in this function or remove the `async` keyword.,2026-07-08T19:32:48+0000,5min,OPEN,,CONVENTIONAL,CONSISTENT,RELIABILITY,LOW,examples/webserial/main.py,examples,CODE_SMELL,MINOR,,,Unmapped,sensitivity_scan,10000,api_error:400 Client Error:  for url: http://localhost:9000/api/issues/search?componentKeys=py2b12_zauberzeug_nicegui_paper_like_202504_3bf4ed581c&p=21&ps=500&additionalFields=_all
1,paper_like,py2b12_zauberzeug_nicegui_paper_like_202504_3bf4ed581c,2025-04_paper_like_2b8b1a6969,treatment,zauberzeug/nicegui,2025-04,2b8b1a696992e64578f2e4c5fc285e90b60b87a6,2a01689c-3fdf-4095-8850-c6d7de27cb1d,py2b12_zauberzeug_nicegui_paper_like_202504_3bf4ed581c:examples/webserial/script.js,60,javascript:S6594,CODE_SMELL,MINOR,"Use the ""RegExp.exec()"" method instead.",2026-07-08T19:32:48+0000,5min,OPEN,,EFFICIENT,INTENTIONAL,MAINTAINABILITY,LOW,examples/webserial/script.js,examples,CODE_SMELL,MINOR,5min,"Use the ""RegExp.exec()"" method instead.",API Usage,sensitivity_scan,10000,api_error:400 Client Error:  for url: http://localhost:9000/api/issues/search?componentKeys=py2b12_zauberzeug_nicegui_paper_like_202504_3bf4ed581c&p=21&ps=500&additionalFields=_all
1,paper_like,py2b12_zauberzeug_nicegui_paper_like_202504_3bf4ed581c,2025-04_paper_like_2b8b1a6969,treatment,zauberzeug/nicegui,2025-04,2b8b1a696992e64578f2e4c5fc285e90b60b87a6,b0aa2d8f-6378-42b0-8d30-526305338441,py2b12_zauberzeug_nicegui_paper_like_202504_3bf4ed581c:fetch_tailwind.py,53,python:S5443,VULNERABILITY,CRITICAL,Make sure publicly writable directories are used safely here.,2026-07-08T19:32:48+0000,30min,OPEN,,COMPLETE,INTENTIONAL,SECURITY,HIGH,fetch_tailwind.py,fetch_tailwind.py,VULNERABILITY,CRITICAL,,,Unmapped,sensitivity_scan,10000,api_error:400 Client Error:  for url: http://localhost:9000/api/issues/search?componentKeys=py2b12_zauberzeug_nicegui_paper_like_202504_3bf4ed581c&p=21&ps=500&additionalFields=_all
1,paper_like,py2b12_zauberzeug_nicegui_paper_like_202504_3bf4ed581c,2025-04_paper_like_2b8b1a6969,treatment,zauberzeug/nicegui,2025-04,2b8b1a696992e64578f2e4c5fc285e90b60b87a6,15241f7f-d488-45cc-9812-24223179b76e,py2b12_zauberzeug_nicegui_paper_like_202504_3bf4ed581c:fetch_tailwind.py,149,python:S1192,CODE_SMELL,CRITICAL,Define a constant instead of duplicating this literal '        return self\n' 3 times.,2026-07-08T19:32:48+0000,6min,OPEN,,DISTINCT,ADAPTABLE,MAINTAINABILITY,HIGH,fetch_tailwind.py,fetch_tailwind.py,CODE_SMELL,CRITICAL,12min,"Define a constant instead of duplicating this literal ""model.model."" 6 times.",Code Complexity,sensitivity_scan,10000,api_error:400 Client Error:  for url: http://localhost:9000/api/issues/search?componentKeys=py2b12_zauberzeug_nicegui_paper_like_202504_3bf4ed581c&p=21&ps=500&additionalFields=_all
1,paper_like,py2b12_zauberzeug_nicegui_paper_like_202504_3bf4ed581c,2025-04_paper_like_2b8b1a6969,treatment,zauberzeug/nicegui,2025-04,2b8b1a696992e64578f2e4c5fc285e90b60b87a6,c68b7cfc-8dcf-45c5-bde1-8407edd99fa7,py2b12_zauberzeug_nicegui_paper_like_202504_3bf4ed581c:fly.dockerfile,5,docker:S7031,CODE_SMELL,MINOR,Merge this RUN instruction with the consecutive ones.,2026-07-08T19:32:48+0000,5min,OPEN,,CONVENTIONAL,CONSISTENT,MAINTAINABILITY,LOW,fly.dockerfile,fly.dockerfile,CODE_SMELL,MINOR,5min,Merge this RUN instruction with the consecutive ones.,Infrastructure,sensitivity_scan,10000,api_error:400 Client Error:  for url: http://localhost:9000/api/issues/search?componentKeys=py2b12_zauberzeug_nicegui_paper_like_202504_3bf4ed581c&p=21&ps=500&additionalFields=_all
1,paper_like,py2b12_zauberzeug_nicegui_paper_like_202504_3bf4ed581c,2025-04_paper_like_2b8b1a6969,treatment,zauberzeug/nicegui,2025-04,2b8b1a696992e64578f2e4c5fc285e90b60b87a6,502ecd01-84a7-4365-bd90-2a9e025d15c7,py2b12_zauberzeug_nicegui_paper_like_202504_3bf4ed581c:fly.dockerfile,30,docker:S7031,CODE_SMELL,MINOR,Merge this RUN instruction with the consecutive ones.,2026-07-08T19:32:48+0000,5min,OPEN,,CONVENTIONAL,CONSISTENT,MAINTAINABILITY,LOW,fly.dockerfile,fly.dockerfile,CODE_SMELL,MINOR,5min,Merge this RUN instruction with the consecutive ones.,Infrastructure,sensitivity_scan,10000,api_error:400 Client Error:  for url: http://localhost:9000/api/issues/search?componentKeys=py2b12_zauberzeug_nicegui_paper_like_202504_3bf4ed581c&p=21&ps=500&additionalFields=_all
1,paper_like,py2b12_zauberzeug_nicegui_paper_like_202504_3bf4ed581c,2025-04_paper_like_2b8b1a6969,treatment,zauberzeug/nicegui,2025-04,2b8b1a696992e64578f2e4c5fc285e90b60b87a6,7522e5fc-36c0-4a53-b1a5-e6ac69be81c0,py2b12_zauberzeug_nicegui_paper_like_202504_3bf4ed581c:fly.dockerfile,34,docker:S7029,CODE_SMELL,MAJOR,Replace this ADD instruction with a COPY instruction.,2026-07-08T19:32:48+0000,5min,OPEN,,CONVENTIONAL,CONSISTENT,MAINTAINABILITY,MEDIUM,fly.dockerfile,fly.dockerfile,CODE_SMELL,MAJOR,5min,Replace this ADD instruction with a COPY instruction.,Infrastructure,sensitivity_scan,10000,api_error:400 Client Error:  for url: http://localhost:9000/api/issues/search?componentKeys=py2b12_zauberzeug_nicegui_paper_like_202504_3bf4ed581c&p=21&ps=500&additionalFields=_all
1,paper_like,py2b12_zauberzeug_nicegui_paper_like_202504_3bf4ed581c,2025-04_paper_like_2b8b1a6969,treatment,zauberzeug/nicegui,2025-04,2b8b1a696992e64578f2e4c5fc285e90b60b87a6,a6119985-4a6f-43c8-bea3-b9da607bc891,py2b12_zauberzeug_nicegui_paper_like_202504_3bf4ed581c:fly.dockerfile,38,docker:S7020,CODE_SMELL,MINOR,Line is too long. Split it into multiple lines using backslash continuations.,2026-07-08T19:32:48+0000,2min,OPEN,,CONVENTIONAL,CONSISTENT,MAINTAINABILITY,LOW,fly.dockerfile,fly.dockerfile,CODE_SMELL,MINOR,2min,Split this RUN instruction line into multiple lines.,Infrastructure,sensitivity_scan,10000,api_error:400 Client Error:  for url: http://localhost:9000/api/issues/search?componentKeys=py2b12_zauberzeug_nicegui_paper_like_202504_3bf4ed581c&p=21&ps=500&additionalFields=_all
