excluded_top_treatment_repositories,excluded_treatment_repository_names,time_to_event,input_commit_pairs,eligible_commit_pairs,python_file_change_audits,current_blob_attempts,parent_blob_attempts,blob_parse_attempts,parse_exclusion_records,current_file_parse_exclusions,parent_file_parse_exclusions,commit_pairs_with_parse_exclusions,repository_months,repository_months_with_parse_exclusions,unique_blob_revisions_attempted,unique_excluded_blob_revisions,repository_month_parse_exclusion_rate,commit_pair_parse_exclusion_rate,current_file_parse_exclusion_rate,parent_file_parse_exclusion_rate,blob_parse_exclusion_record_rate,unique_blob_parse_exclusion_rate
5,allthingslinux/tux;getsentry/sentry;OpenMOSS/Language-Model-SAEs;ericyuegu/hal;airweave-ai/airweave,2.0,3320,2908,5413,5413,4567,9980,14,8,6,14,56,2,9341,9,0.03571428571428571,0.004814305364511692,0.0014779235174579716,0.0013137727173199037,0.0014028056112224449,0.0009634942725618242
5,allthingslinux/tux;getsentry/sentry;OpenMOSS/Language-Model-SAEs;ericyuegu/hal;airweave-ai/airweave,3.0,2651,2375,5164,5164,4196,9360,3,3,0,3,55,1,8926,3,0.01818181818181818,0.0012631578947368421,0.0005809450038729666,0.0,0.0003205128205128205,0.00033609679587721263
5,allthingslinux/tux;getsentry/sentry;OpenMOSS/Language-Model-SAEs;ericyuegu/hal;airweave-ai/airweave,4.0,2955,2716,6389,6389,5447,11836,10,6,4,10,51,3,11404,8,0.058823529411764705,0.003681885125184094,0.0009391141023634372,0.0007343491830365339,0.0008448800270361609,0.0007015082427218519
5,allthingslinux/tux;getsentry/sentry;OpenMOSS/Language-Model-SAEs;ericyuegu/hal;airweave-ai/airweave,5.0,3433,3071,6382,6382,5574,11956,2,0,2,2,44,1,11443,2,0.022727272727272728,0.0006512536633018561,0.0,0.0003588087549336204,0.00016728002676480428,0.00017477934108188413
5,allthingslinux/tux;getsentry/sentry;OpenMOSS/Language-Model-SAEs;ericyuegu/hal;airweave-ai/airweave,6.0,1749,1596,5908,5908,5435,11343,3,1,2,3,15,2,11039,2,0.13333333333333333,0.0018796992481203006,0.00016926201760324982,0.0003679852805887764,0.0002644802962179318,0.00018117583114412537
5,allthingslinux/tux;getsentry/sentry;OpenMOSS/Language-Model-SAEs;ericyuegu/hal;airweave-ai/airweave,7.0,870,696,1298,1298,1172,2470,0,0,0,0,8,0,2206,0,0.0,0.0,0.0,0.0,0.0,0.0
5,allthingslinux/tux;getsentry/sentry;OpenMOSS/Language-Model-SAEs;ericyuegu/hal;airweave-ai/airweave,8.0,367,310,582,582,531,1113,0,0,0,0,4,0,1023,0,0.0,0.0,0.0,0.0,0.0,0.0
5,allthingslinux/tux;getsentry/sentry;OpenMOSS/Language-Model-SAEs;ericyuegu/hal;airweave-ai/airweave,9.0,159,122,300,300,266,566,0,0,0,0,3,0,515,0,0.0,0.0,0.0,0.0,0.0,0.0
5,allthingslinux/tux;getsentry/sentry;OpenMOSS/Language-Model-SAEs;ericyuegu/hal;airweave-ai/airweave,10.0,390,294,844,844,761,1605,0,0,0,0,3,0,1472,0,0.0,0.0,0.0,0.0,0.0,0.0
5,allthingslinux/tux;getsentry/sentry;OpenMOSS/Language-Model-SAEs;ericyuegu/hal;airweave-ai/airweave,11.0,54,54,50,50,47,97,0,0,0,0,1,0,84,0,0.0,0.0,0.0,0.0,0.0,0.0
10,allthingslinux/tux;getsentry/sentry;OpenMOSS/Language-Model-SAEs;ericyuegu/hal;airweave-ai/airweave;ezyang/codemcp;whiteducksoftware/flock;TextGeneratorio/text-generator.io;Multi-V-VM/MVVM;DataDog/integrations-core,-14.0,459,410,770,770,654,1424,2,1,1,2,11,1,1360,2,0.09090909090909091,0.004878048780487805,0.0012987012987012987,0.0015290519877675841,0.0014044943820224719,0.0014705882352941176
10,allthingslinux/tux;getsentry/sentry;OpenMOSS/Language-Model-SAEs;ericyuegu/hal;airweave-ai/airweave;ezyang/codemcp;whiteducksoftware/flock;TextGeneratorio/text-generator.io;Multi-V-VM/MVVM;DataDog/integrations-core,-13.0,1133,1060,1674,1674,1466,3140,0,0,0,0,13,0,2988,0,0.0,0.0,0.0,0.0,0.0,0.0
10,allthingslinux/tux;getsentry/sentry;OpenMOSS/Language-Model-SAEs;ericyuegu/hal;airweave-ai/airweave;ezyang/codemcp;whiteducksoftware/flock;TextGeneratorio/text-generator.io;Multi-V-VM/MVVM;DataDog/integrations-core,-12.0,1216,1126,1940,1940,1741,3681,2,1,1,2,17,1,3568,2,0.058823529411764705,0.0017761989342806395,0.0005154639175257732,0.0005743825387708214,0.0005433306166802499,0.0005605381165919282
10,allthingslinux/tux;getsentry/sentry;OpenMOSS/Language-Model-SAEs;ericyuegu/hal;airweave-ai/airweave;ezyang/codemcp;whiteducksoftware/flock;TextGeneratorio/text-generator.io;Multi-V-VM/MVVM;DataDog/integrations-core,-11.0,1281,1203,2931,2931,2535,5466,0,0,0,0,17,0,5225,0,0.0,0.0,0.0,0.0,0.0,0.0
10,allthingslinux/tux;getsentry/sentry;OpenMOSS/Language-Model-SAEs;ericyuegu/hal;airweave-ai/airweave;ezyang/codemcp;whiteducksoftware/flock;TextGeneratorio/text-generator.io;Multi-V-VM/MVVM;DataDog/integrations-core,-10.0,1609,1506,3081,3081,2758,5839,1,1,0,1,17,1,5659,1,0.058823529411764705,0.0006640106241699867,0.0003245699448231094,0.0,0.00017126220243192326,0.00017670966601873123
10,allthingslinux/tux;getsentry/sentry;OpenMOSS/Language-Model-SAEs;ericyuegu/hal;airweave-ai/airweave;ezyang/codemcp;whiteducksoftware/flock;TextGeneratorio/text-generator.io;Multi-V-VM/MVVM;DataDog/integrations-core,-9.0,1483,1369,2280,2280,2082,4362,0,0,0,0,25,0,4106,0,0.0,0.0,0.0,0.0,0.0,0.0
10,allthingslinux/tux;getsentry/sentry;OpenMOSS/Language-Model-SAEs;ericyuegu/hal;airweave-ai/airweave;ezyang/codemcp;whiteducksoftware/flock;TextGeneratorio/text-generator.io;Multi-V-VM/MVVM;DataDog/integrations-core,-8.0,1716,1525,3118,3118,2719,5837,2,1,1,2,25,1,5619,1,0.04,0.0013114754098360656,0.00032071840923669016,0.0003677822728944465,0.00034264176803152307,0.0001779676098949991
10,allthingslinux/tux;getsentry/sentry;OpenMOSS/Language-Model-SAEs;ericyuegu/hal;airweave-ai/airweave;ezyang/codemcp;whiteducksoftware/flock;TextGeneratorio/text-generator.io;Multi-V-VM/MVVM;DataDog/integrations-core,-7.0,1968,1779,3160,3160,2791,5951,0,0,0,0,25,0,5756,0,0.0,0.0,0.0,0.0,0.0,0.0
10,allthingslinux/tux;getsentry/sentry;OpenMOSS/Language-Model-SAEs;ericyuegu/hal;airweave-ai/airweave;ezyang/codemcp;whiteducksoftware/flock;TextGeneratorio/text-generator.io;Multi-V-VM/MVVM;DataDog/integrations-core,-6.0,1593,1469,3105,3105,2702,5807,2,1,1,2,26,1,5414,2,0.038461538461538464,0.0013614703880190605,0.00032206119162640903,0.0003700962250185048,0.00034441191665231615,0.0003694126339120798
10,allthingslinux/tux;getsentry/sentry;OpenMOSS/Language-Model-SAEs;ericyuegu/hal;airweave-ai/airweave;ezyang/codemcp;whiteducksoftware/flock;TextGeneratorio/text-generator.io;Multi-V-VM/MVVM;DataDog/integrations-core,-5.0,1825,1710,3170,3170,2754,5924,0,0,0,0,28,0,5611,0,0.0,0.0,0.0,0.0,0.0,0.0
10,allthingslinux/tux;getsentry/sentry;OpenMOSS/Language-Model-SAEs;ericyuegu/hal;airweave-ai/airweave;ezyang/codemcp;whiteducksoftware/flock;TextGeneratorio/text-generator.io;Multi-V-VM/MVVM;DataDog/integrations-core,-4.0,1638,1527,2650,2650,2269,4919,0,0,0,0,29,0,4719,0,0.0,0.0,0.0,0.0,0.0,0.0
10,allthingslinux/tux;getsentry/sentry;OpenMOSS/Language-Model-SAEs;ericyuegu/hal;airweave-ai/airweave;ezyang/codemcp;whiteducksoftware/flock;TextGeneratorio/text-generator.io;Multi-V-VM/MVVM;DataDog/integrations-core,-3.0,1761,1676,3427,3427,2583,6010,2,1,1,2,32,1,5672,2,0.03125,0.0011933174224343676,0.0002918004085205719,0.00038714672861014324,0.00033277870216306157,0.0003526093088857546
10,allthingslinux/tux;getsentry/sentry;OpenMOSS/Language-Model-SAEs;ericyuegu/hal;airweave-ai/airweave;ezyang/codemcp;whiteducksoftware/flock;TextGeneratorio/text-generator.io;Multi-V-VM/MVVM;DataDog/integrations-core,-2.0,1949,1796,3271,3271,2833,6104,0,0,0,0,35,0,5837,0,0.0,0.0,0.0,0.0,0.0,0.0
10,allthingslinux/tux;getsentry/sentry;OpenMOSS/Language-Model-SAEs;ericyuegu/hal;airweave-ai/airweave;ezyang/codemcp;whiteducksoftware/flock;TextGeneratorio/text-generator.io;Multi-V-VM/MVVM;DataDog/integrations-core,-1.0,2796,2592,4148,4148,3208,7356,2,1,1,2,46,1,6921,2,0.021739130434782608,0.0007716049382716049,0.00024108003857280618,0.0003117206982543641,0.0002718868950516585,0.00028897558156335787
10,allthingslinux/tux;getsentry/sentry;OpenMOSS/Language-Model-SAEs;ericyuegu/hal;airweave-ai/airweave;ezyang/codemcp;whiteducksoftware/flock;TextGeneratorio/text-generator.io;Multi-V-VM/MVVM;DataDog/integrations-core,0.0,5226,4839,10928,10928,8508,19436,6,4,2,5,90,4,17279,6,0.044444444444444446,0.0010332713370531101,0.00036603221083455345,0.00023507287259050304,0.00030870549495781024,0.0003472423172637305
10,allthingslinux/tux;getsentry/sentry;OpenMOSS/Language-Model-SAEs;ericyuegu/hal;airweave-ai/airweave;ezyang/codemcp;whiteducksoftware/flock;TextGeneratorio/text-generator.io;Multi-V-VM/MVVM;DataDog/integrations-core,1.0,4541,4151,6326,6326,5601,11927,2,1,1,2,62,1,11079,1,0.016129032258064516,0.000481811611659841,0.00015807777426493836,0.00017853954650955185,0.00016768676113020878,9.026085386767759e-05
10,allthingslinux/tux;getsentry/sentry;OpenMOSS/Language-Model-SAEs;ericyuegu/hal;airweave-ai/airweave;ezyang/codemcp;whiteducksoftware/flock;TextGeneratorio/text-generator.io;Multi-V-VM/MVVM;DataDog/integrations-core,2.0,2764,2436,4171,4171,3557,7728,4,3,1,4,52,1,7288,4,0.019230769230769232,0.0016420361247947454,0.0007192519779429394,0.000281135788585887,0.0005175983436853002,0.0005488474204171241
10,allthingslinux/tux;getsentry/sentry;OpenMOSS/Language-Model-SAEs;ericyuegu/hal;airweave-ai/airweave;ezyang/codemcp;whiteducksoftware/flock;TextGeneratorio/text-generator.io;Multi-V-VM/MVVM;DataDog/integrations-core,3.0,2474,2211,4761,4761,3899,8660,0,0,0,0,50,0,8252,0,0.0,0.0,0.0,0.0,0.0,0.0
10,allthingslinux/tux;getsentry/sentry;OpenMOSS/Language-Model-SAEs;ericyuegu/hal;airweave-ai/airweave;ezyang/codemcp;whiteducksoftware/flock;TextGeneratorio/text-generator.io;Multi-V-VM/MVVM;DataDog/integrations-core,4.0,2701,2481,5098,5098,4284,9382,6,3,3,6,47,2,8968,4,0.0425531914893617,0.0024183796856106408,0.0005884660651235779,0.0007002801120448179,0.0006395224898742272,0.00044603033006244426
10,allthingslinux/tux;getsentry/sentry;OpenMOSS/Language-Model-SAEs;ericyuegu/hal;airweave-ai/airweave;ezyang/codemcp;whiteducksoftware/flock;TextGeneratorio/text-generator.io;Multi-V-VM/MVVM;DataDog/integrations-core,5.0,3188,2846,5996,5996,5239,11235,0,0,0,0,41,0,10730,0,0.0,0.0,0.0,0.0,0.0,0.0
10,allthingslinux/tux;getsentry/sentry;OpenMOSS/Language-Model-SAEs;ericyuegu/hal;airweave-ai/airweave;ezyang/codemcp;whiteducksoftware/flock;TextGeneratorio/text-generator.io;Multi-V-VM/MVVM;DataDog/integrations-core,6.0,1749,1596,5908,5908,5435,11343,3,1,2,3,15,2,11039,2,0.13333333333333333,0.0018796992481203006,0.00016926201760324982,0.0003679852805887764,0.0002644802962179318,0.00018117583114412537
10,allthingslinux/tux;getsentry/sentry;OpenMOSS/Language-Model-SAEs;ericyuegu/hal;airweave-ai/airweave;ezyang/codemcp;whiteducksoftware/flock;TextGeneratorio/text-generator.io;Multi-V-VM/MVVM;DataDog/integrations-core,7.0,870,696,1298,1298,1172,2470,0,0,0,0,8,0,2206,0,0.0,0.0,0.0,0.0,0.0,0.0
10,allthingslinux/tux;getsentry/sentry;OpenMOSS/Language-Model-SAEs;ericyuegu/hal;airweave-ai/airweave;ezyang/codemcp;whiteducksoftware/flock;TextGeneratorio/text-generator.io;Multi-V-VM/MVVM;DataDog/integrations-core,8.0,367,310,582,582,531,1113,0,0,0,0,4,0,1023,0,0.0,0.0,0.0,0.0,0.0,0.0
10,allthingslinux/tux;getsentry/sentry;OpenMOSS/Language-Model-SAEs;ericyuegu/hal;airweave-ai/airweave;ezyang/codemcp;whiteducksoftware/flock;TextGeneratorio/text-generator.io;Multi-V-VM/MVVM;DataDog/integrations-core,9.0,159,122,300,300,266,566,0,0,0,0,3,0,515,0,0.0,0.0,0.0,0.0,0.0,0.0
10,allthingslinux/tux;getsentry/sentry;OpenMOSS/Language-Model-SAEs;ericyuegu/hal;airweave-ai/airweave;ezyang/codemcp;whiteducksoftware/flock;TextGeneratorio/text-generator.io;Multi-V-VM/MVVM;DataDog/integrations-core,10.0,390,294,844,844,761,1605,0,0,0,0,3,0,1472,0,0.0,0.0,0.0,0.0,0.0,0.0
10,allthingslinux/tux;getsentry/sentry;OpenMOSS/Language-Model-SAEs;ericyuegu/hal;airweave-ai/airweave;ezyang/codemcp;whiteducksoftware/flock;TextGeneratorio/text-generator.io;Multi-V-VM/MVVM;DataDog/integrations-core,11.0,54,54,50,50,47,97,0,0,0,0,1,0,84,0,0.0,0.0,0.0,0.0,0.0,0.0
